TransactionID,CustomerID,Age,Gender,Marital Status,Income,Date,ProductID,Product Name,Price_x,Qty,TotalAmount,StoreID,StoreName,GroupStore,Type,Latitude,Longitude
TR34387,132,41,0,Married,"17,69",2022-12-13,P3,Crackers,7500,4,30000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR52577,132,41,0,Married,"17,69",2022-03-07,P3,Crackers,7500,5,37500,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR21074,132,41,0,Married,"17,69",2022-04-18,P1,Choco Bar,8800,5,44000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR7808,132,41,0,Married,"17,69",2022-04-02,P7,Coffee Candy,9400,2,18800,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR45827,132,41,0,Married,"17,69",2022-03-28,P7,Coffee Candy,9400,4,37600,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR70430,132,41,0,Married,"17,69",2022-06-27,P9,Yoghurt,10000,7,70000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR29985,445,51,0,Married,"14,48",2022-09-27,P6,Cashew,18000,4,72000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR48773,445,51,0,Married,"14,48",2022-05-03,P1,Choco Bar,8800,3,26400,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR39680,445,51,0,Married,"14,48",2022-08-02,P6,Cashew,18000,3,54000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR71434,445,51,0,Married,"14,48",2022-12-11,P10,Cheese Stick,15000,5,75000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR77071,445,51,0,Married,"14,48",2022-05-06,P2,Ginger Candy ,3200,7,22400,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR90182,445,51,0,Married,"14,48",2022-10-08,P7,Coffee Candy,9400,3,28200,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR91361,445,51,0,Married,"14,48",2022-07-25,P5,Thai Tea,4200,2,8400,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR67389,445,51,0,Married,"14,48",2022-04-01,P4,Potato Chip,12000,2,24000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR43384,445,51,0,Married,"14,48",2022-09-11,P7,Coffee Candy,9400,5,47000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR68183,445,51,0,Married,"14,48",2022-11-20,P5,Thai Tea,4200,3,12600,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR29955,445,51,0,Married,"14,48",2022-01-29,P8,Oat,16000,2,32000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR20042,445,51,0,Married,"14,48",2022-10-23,P2,Ginger Candy ,3200,4,12800,13,Buana,Buana,General Trade,-1.26916,116.825264
TR60769,445,51,0,Married,"14,48",2022-11-16,P5,Thai Tea,4200,5,21000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR4110,445,51,0,Married,"14,48",2022-07-01,P2,Ginger Candy ,3200,7,22400,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR22859,445,51,0,Married,"14,48",2022-03-01,P5,Thai Tea,4200,2,8400,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR46289,445,51,0,Married,"14,48",2022-12-05,P6,Cashew,18000,2,36000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR5383,445,51,0,Married,"14,48",2022-12-01,P7,Coffee Candy,9400,3,28200,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR31257,156,44,0,Married,"3,87",2022-04-27,P8,Oat,16000,3,48000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR68697,156,44,0,Married,"3,87",2022-11-30,P8,Oat,16000,1,16000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR40897,156,44,0,Married,"3,87",2022-08-24,P8,Oat,16000,3,48000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR87312,156,44,0,Married,"3,87",2022-07-31,P3,Crackers,7500,3,22500,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR7519,156,44,0,Married,"3,87",2022-06-08,P10,Cheese Stick,15000,4,60000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR28409,156,44,0,Married,"3,87",2022-07-21,P9,Yoghurt,10000,3,30000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR30499,156,44,0,Married,"3,87",2022-05-13,P9,Yoghurt,10000,1,10000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR97263,156,44,0,Married,"3,87",2022-11-27,P10,Cheese Stick,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR59672,156,44,0,Married,"3,87",2022-05-13,P5,Thai Tea,4200,5,21000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR65650,156,44,0,Married,"3,87",2022-09-13,P2,Ginger Candy ,3200,3,9600,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR66377,156,44,0,Married,"3,87",2022-02-05,P5,Thai Tea,4200,4,16800,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR76044,156,44,0,Married,"3,87",2022-11-09,P5,Thai Tea,4200,5,21000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR94823,156,44,0,Married,"3,87",2022-07-14,P3,Crackers,7500,2,15000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR95680,156,44,0,Married,"3,87",2022-11-16,P5,Thai Tea,4200,2,8400,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR76532,156,44,0,Married,"3,87",2022-05-30,P9,Yoghurt,10000,3,30000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR92804,156,44,0,Married,"3,87",2022-09-15,P10,Cheese Stick,15000,5,75000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR13940,156,44,0,Married,"3,87",2022-12-26,P4,Potato Chip,12000,3,36000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR29002,156,44,0,Married,"3,87",2022-12-21,P7,Coffee Candy,9400,5,47000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR23772,156,44,0,Married,"3,87",2022-01-08,P10,Cheese Stick,15000,1,15000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR23621,156,44,0,Married,"3,87",2022-01-13,P7,Coffee Candy,9400,2,18800,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR51313,156,44,0,Married,"3,87",2022-11-20,P9,Yoghurt,10000,2,20000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR31647,152,59,1,Married,"10,68",2022-02-14,P6,Cashew,18000,2,36000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR4462,152,59,1,Married,"10,68",2022-01-31,P10,Cheese Stick,15000,5,75000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR45061,152,59,1,Married,"10,68",2022-10-17,P9,Yoghurt,10000,2,20000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR67148,152,59,1,Married,"10,68",2022-08-18,P7,Coffee Candy,9400,6,56400,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR17912,152,59,1,Married,"10,68",2022-07-09,P3,Crackers,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR19818,152,59,1,Married,"10,68",2022-12-05,P3,Crackers,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR60087,152,59,1,Married,"10,68",2022-10-16,P7,Coffee Candy,9400,4,37600,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR24433,152,59,1,Married,"10,68",2022-10-28,P9,Yoghurt,10000,6,60000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR66614,152,59,1,Married,"10,68",2022-06-14,P9,Yoghurt,10000,6,60000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR22096,152,59,1,Married,"10,68",2022-01-27,P2,Ginger Candy ,3200,7,22400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR33585,152,59,1,Married,"10,68",2022-11-25,P5,Thai Tea,4200,4,16800,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR32298,150,61,1,Married,"8,56",2022-09-24,P1,Choco Bar,8800,8,70400,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR58906,150,61,1,Married,"8,56",2022-04-08,P3,Crackers,7500,1,7500,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR80631,150,61,1,Married,"8,56",2022-10-02,P4,Potato Chip,12000,4,48000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR9760,150,61,1,Married,"8,56",2022-05-26,P1,Choco Bar,8800,10,88000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR2920,150,61,1,Married,"8,56",2022-06-11,P7,Coffee Candy,9400,3,28200,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR73763,150,61,1,Married,"8,56",2022-05-02,P4,Potato Chip,12000,1,12000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR17745,150,61,1,Married,"8,56",2022-01-16,P2,Ginger Candy ,3200,5,16000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR33393,150,61,1,Married,"8,56",2022-05-01,P6,Cashew,18000,1,18000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR78226,150,61,1,Married,"8,56",2022-08-13,P10,Cheese Stick,15000,3,45000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR90674,150,61,1,Married,"8,56",2022-10-15,P3,Crackers,7500,2,15000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR84152,150,61,1,Married,"8,56",2022-04-25,P10,Cheese Stick,15000,5,75000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR47996,150,61,1,Married,"8,56",2022-05-03,P3,Crackers,7500,3,22500,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR68706,150,61,1,Married,"8,56",2022-06-03,P4,Potato Chip,12000,3,36000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR75263,150,61,1,Married,"8,56",2022-04-01,P2,Ginger Candy ,3200,5,16000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR32340,121,26,0,Single,"2,93",2022-01-15,P5,Thai Tea,4200,3,12600,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR46491,121,26,0,Single,"2,93",2022-12-15,P10,Cheese Stick,15000,4,60000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR47625,121,26,0,Single,"2,93",2022-12-25,P1,Choco Bar,8800,10,88000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR29132,121,26,0,Single,"2,93",2022-08-13,P6,Cashew,18000,3,54000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR23670,121,26,0,Single,"2,93",2022-09-22,P7,Coffee Candy,9400,4,37600,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR10359,121,26,0,Single,"2,93",2022-11-09,P6,Cashew,18000,1,18000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR20981,121,26,0,Single,"2,93",2022-07-12,P3,Crackers,7500,3,22500,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR47937,121,26,0,Single,"2,93",2022-10-04,P5,Thai Tea,4200,2,8400,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR2304,121,26,0,Single,"2,93",2022-04-27,P5,Thai Tea,4200,5,21000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR50615,121,26,0,Single,"2,93",2022-12-17,P5,Thai Tea,4200,3,12600,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR69230,121,26,0,Single,"2,93",2022-08-18,P5,Thai Tea,4200,3,12600,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR69836,121,26,0,Single,"2,93",2022-03-02,P4,Potato Chip,12000,2,24000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR58727,121,26,0,Single,"2,93",2022-09-25,P1,Choco Bar,8800,4,35200,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR96936,121,26,0,Single,"2,93",2022-03-03,P3,Crackers,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR33009,267,22,0,Single,0,2022-05-21,P8,Oat,16000,1,16000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR13110,267,22,0,Single,0,2022-03-01,P5,Thai Tea,4200,2,8400,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR89142,267,22,0,Single,0,2022-04-15,P1,Choco Bar,8800,5,44000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR81541,267,22,0,Single,0,2022-04-12,P3,Crackers,7500,6,45000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR46347,267,22,0,Single,0,2022-03-11,P7,Coffee Candy,9400,5,47000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR36964,267,22,0,Single,0,2022-04-05,P2,Ginger Candy ,3200,3,9600,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR36913,267,22,0,Single,0,2022-12-10,P2,Ginger Candy ,3200,4,12800,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR21207,267,22,0,Single,0,2022-12-06,P1,Choco Bar,8800,7,61600,13,Buana,Buana,General Trade,-1.26916,116.825264
TR36149,267,22,0,Single,0,2022-12-23,P7,Coffee Candy,9400,4,37600,13,Buana,Buana,General Trade,-1.26916,116.825264
TR43117,267,22,0,Single,0,2022-01-14,P10,Cheese Stick,15000,4,60000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR87938,267,22,0,Single,0,2022-09-28,P2,Ginger Candy ,3200,3,9600,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR93101,267,22,0,Single,0,2022-01-21,P1,Choco Bar,8800,3,26400,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR3314,403,30,0,Married,"4,06",2022-01-30,P3,Crackers,7500,4,30000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR86850,403,30,0,Married,"4,06",2022-05-17,P1,Choco Bar,8800,8,70400,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR21751,403,30,0,Married,"4,06",2022-10-07,P9,Yoghurt,10000,5,50000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR2436,403,30,0,Married,"4,06",2022-03-15,P9,Yoghurt,10000,2,20000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR39243,403,30,0,Married,"4,06",2022-11-09,P6,Cashew,18000,3,54000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR69089,403,30,0,Married,"4,06",2022-11-05,P7,Coffee Candy,9400,2,18800,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR35195,403,30,0,Married,"4,06",2022-07-13,P2,Ginger Candy ,3200,3,9600,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR22673,403,30,0,Married,"4,06",2022-09-13,P2,Ginger Candy ,3200,6,19200,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR99456,403,30,0,Married,"4,06",2022-01-25,P5,Thai Tea,4200,4,16800,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR18127,403,30,0,Married,"4,06",2022-05-07,P2,Ginger Candy ,3200,6,19200,13,Buana,Buana,General Trade,-1.26916,116.825264
TR19441,403,30,0,Married,"4,06",2022-03-13,P10,Cheese Stick,15000,1,15000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR86686,403,30,0,Married,"4,06",2022-01-04,P5,Thai Tea,4200,2,8400,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR33164,342,48,1,Married,"13,55",2022-03-01,P2,Ginger Candy ,3200,4,12800,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR1232,342,48,1,Married,"13,55",2022-01-29,P5,Thai Tea,4200,5,21000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR23203,342,48,1,Married,"13,55",2022-06-02,P6,Cashew,18000,1,18000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR55271,342,48,1,Married,"13,55",2022-12-24,P3,Crackers,7500,1,7500,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR71779,342,48,1,Married,"13,55",2022-11-28,P9,Yoghurt,10000,1,10000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR86693,342,48,1,Married,"13,55",2022-04-05,P3,Crackers,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR4066,342,48,1,Married,"13,55",2022-01-16,P10,Cheese Stick,15000,4,60000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR72938,342,48,1,Married,"13,55",2022-09-24,P5,Thai Tea,4200,3,12600,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR92181,342,48,1,Married,"13,55",2022-07-05,P2,Ginger Candy ,3200,3,9600,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR4401,342,48,1,Married,"13,55",2022-01-12,P4,Potato Chip,12000,5,60000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR28267,342,48,1,Married,"13,55",2022-06-05,P7,Coffee Candy,9400,5,47000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR32786,342,48,1,Married,"13,55",2022-07-20,P10,Cheese Stick,15000,2,30000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR90342,342,48,1,Married,"13,55",2022-05-03,P2,Ginger Candy ,3200,3,9600,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR22182,342,48,1,Married,"13,55",2022-05-02,P3,Crackers,7500,4,30000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR59261,342,48,1,Married,"13,55",2022-01-27,P10,Cheese Stick,15000,3,45000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR60024,342,48,1,Married,"13,55",2022-03-11,P5,Thai Tea,4200,4,16800,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR33225,286,60,0,Married,"6,19",2022-01-13,P1,Choco Bar,8800,3,26400,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR99203,286,60,0,Married,"6,19",2022-06-16,P5,Thai Tea,4200,4,16800,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR11542,286,60,0,Married,"6,19",2022-08-07,P8,Oat,16000,1,16000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR93449,286,60,0,Married,"6,19",2022-05-07,P5,Thai Tea,4200,4,16800,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR50341,286,60,0,Married,"6,19",2022-08-14,P7,Coffee Candy,9400,3,28200,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR14769,286,60,0,Married,"6,19",2022-12-29,P5,Thai Tea,4200,2,8400,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR74847,286,60,0,Married,"6,19",2022-04-11,P8,Oat,16000,1,16000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR27968,286,60,0,Married,"6,19",2022-08-13,P7,Coffee Candy,9400,4,37600,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR63401,286,60,0,Married,"6,19",2022-10-18,P4,Potato Chip,12000,1,12000,1,Prima Tendean,Prima,Modern Trade,-6.2,106.816666
TR16022,286,60,0,Married,"6,19",2022-05-07,P10,Cheese Stick,15000,4,60000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR34331,13,23,0,Single,"2,03",2022-06-18,P9,Yoghurt,10000,3,30000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR60822,13,23,0,Single,"2,03",2022-12-23,P8,Oat,16000,1,16000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR98774,13,23,0,Single,"2,03",2022-02-21,P3,Crackers,7500,4,30000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR5231,13,23,0,Single,"2,03",2022-05-21,P10,Cheese Stick,15000,5,75000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR49366,13,23,0,Single,"2,03",2022-08-31,P10,Cheese Stick,15000,5,75000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR6960,13,23,0,Single,"2,03",2022-02-27,P1,Choco Bar,8800,5,44000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR88741,13,23,0,Single,"2,03",2022-06-10,P1,Choco Bar,8800,3,26400,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR21266,13,23,0,Single,"2,03",2022-02-23,P8,Oat,16000,1,16000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR36730,13,23,0,Single,"2,03",2022-05-22,P5,Thai Tea,4200,4,16800,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR3291,13,23,0,Single,"2,03",2022-01-10,P4,Potato Chip,12000,5,60000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR68700,13,23,0,Single,"2,03",2022-04-09,P5,Thai Tea,4200,3,12600,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR25068,13,23,0,Single,"2,03",2022-12-24,P4,Potato Chip,12000,3,36000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR88302,13,23,0,Single,"2,03",2022-02-18,P5,Thai Tea,4200,5,21000,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR94382,13,23,0,Single,"2,03",2022-04-18,P5,Thai Tea,4200,3,12600,3,Prima Kota,Prima,Modern Trade,-7.797068,110.370529
TR43705,13,23,0,Single,"2,03",2022-10-30,P6,Cashew,18000,3,54000,13,Buana,Buana,General Trade,-1.26916,116.825264
TR1882,13,23,0,Single,"2,03",2022-11-30,P10,Cheese Stick,15000,5,75000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR54176,13,23,0,Single,"2,03",2022-02-24,P9,Yoghurt,10000,1,10000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR96325,13,23,0,Single,"2,03",2022-07-03,P5,Thai Tea,4200,5,21000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR34374,155,40,0,Married,"7,17",2022-07-15,P1,Choco Bar,8800,5,44000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR79371,155,40,0,Married,"7,17",2022-12-15,P10,Cheese Stick,15000,5,75000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR18501,155,40,0,Married,"7,17",2022-07-19,P4,Potato Chip,12000,4,48000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR32136,155,40,0,Married,"7,17",2022-11-08,P5,Thai Tea,4200,2,8400,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR26690,155,40,0,Married,"7,17",2022-05-06,P3,Crackers,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR25691,155,40,0,Married,"7,17",2022-12-24,P4,Potato Chip,12000,1,12000,8,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753
TR17337,155,40,0,Married,"7,17",2022-07-02,P4,Potato Chip,12000,1,12000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR98746,155,40,0,Married,"7,17",2022-08-28,P7,Coffee Candy,9400,6,56400,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR13510,155,40,0,Married,"7,17",2022-08-20,P9,Yoghurt,10000,1,10000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR56079,155,40,0,Married,"7,17",2022-04-03,P8,Oat,16000,1,16000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR2171,155,40,0,Married,"7,17",2022-07-25,P7,Coffee Candy,9400,4,37600,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR2600,155,40,0,Married,"7,17",2022-06-18,P8,Oat,16000,3,48000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR83227,155,40,0,Married,"7,17",2022-03-11,P5,Thai Tea,4200,3,12600,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR34567,184,33,0,Single,"13,93",2022-04-05,P6,Cashew,18000,4,72000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR83719,184,33,0,Single,"13,93",2022-02-10,P8,Oat,16000,3,48000,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR17260,184,33,0,Single,"13,93",2022-07-18,P3,Crackers,7500,6,45000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR17679,184,33,0,Single,"13,93",2022-09-13,P4,Potato Chip,12000,5,60000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR16100,184,33,0,Single,"13,93",2022-01-16,P9,Yoghurt,10000,5,50000,11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403
TR57803,184,33,0,Single,"13,93",2022-02-23,P5,Thai Tea,4200,5,21000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR62819,184,33,0,Single,"13,93",2022-08-28,P1,Choco Bar,8800,7,61600,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR8315,184,33,0,Single,"13,93",2022-09-16,P7,Coffee Candy,9400,5,47000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR4330,184,33,0,Single,"13,93",2022-07-27,P7,Coffee Candy,9400,4,37600,2,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238
TR42870,184,33,0,Single,"13,93",2022-11-20,P8,Oat,16000,2,32000,10,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513
TR63719,184,33,0,Single,"13,93",2022-08-09,P1,Choco Bar,8800,10,88000,14,Priangan,Priangan,Modern Trade,-5.45,105.26667
TR47862,184,33,0,Single,"13,93",2022-09-24,P10,Cheese Stick,15000,2,30000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR63231,184,33,0,Single,"13,93",2022-12-02,P4,Potato Chip,12000,3,36000,6,Lingga,Lingga,Modern Trade,-5.135399,119.42379
TR68792,184,33,0,Single,"13,93",2022-09-22,P8,Oat,16000,3,48000,12,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554
TR34731,281,35,0,Married,"3,03",2022-01-21,P3,Crackers,7500,5,37500,4,Gita Ginara,Gita,General Trade,-6.966667,110.416664
TR37299,281,35,0,Married,"3,03",2022-07-26,P10,Cheese Stick,15000,3,45000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR68285,281,35,0,Married,"3,03",2022-06-15,P5,Thai Tea,4200,5,21000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR92582,281,35,0,Married,"3,03",2022-09-27,P10,Cheese Stick,15000,5,75000,7,Buana Indah,Buana,General Trade,3.316694,114.590111
TR21815,281,35,0,Married,"3,03",2022-07-28,P9,Yoghurt,10000,6,60000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR24234,281,35,0,Married,"3,03",2022-10-05,P2,Ginger Candy ,3200,4,12800,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR56968,281,35,0,Married,"3,03",2022-09-05,P3,Crackers,7500,6,45000,9,Lingga,Lingga,Modern Trade,-3.654703,128.190643
TR26352,281,35,0,Married,"3,03",2022-12-21,P8,Oat,16000,2,32000,5,Bonafid,Gita,General Trade,-7.250445,112.768845
TR33521,281,35,0,Married,"3,03",2022-02-25,P5,Thai Tea,4200,4,16800,5,Bonafid,Gita,General Trade,-7.250445,112.768845
